HLA,group_label,training_data,n_reps,mean,std
pooled,Non-PT E 0L,2446.4,3,0.36896520196716,0.0
pooled,Non-PT E 0L,2456.7,3,0.0,0.0
pooled,Non-PT E 0L,2511.2000000000003,3,0.16699118501149274,0.0
pooled,Non-PT E 0L,2648.8,3,0.0,0.0
pooled,Non-PT E 0L,2660.8,3,0.3357142857142857,0.0
pooled,Non-PT E 0L,2790.15,3,0.1078110865042662,0.0
pooled,Non-PT E 0L,2905.1,3,0.33892313622961695,0.0
pooled,Non-PT E 0L,2925.6,3,0.5238095238095238,0.0
pooled,Non-PT E 0L,2979.2000000000003,3,0.40395917688911354,0.0
pooled,Non-PT E 0L,3030.4,3,0.536420101637493,0.0
pooled,Non-PT E 0L,3032.0,3,0.2347552606075085,0.0
pooled,Non-PT E 0L,3159.7,3,0.3589285714285714,0.0
pooled,Non-PT E 0L,3310.0,3,0.2189587977696857,0.0
pooled,Non-PT E 0L,3430.2,3,0.2898627129794894,0.0
pooled,Non-PT E 0L,3537.7999999999997,3,0.4287726125171011,0.0
pooled,Non-PT E 0L,3543.6,3,0.0,0.0
pooled,Non-PT E 0L,3598.6,3,0.5979672501411633,0.0
pooled,Non-PT E 0L,3600.5,3,0.40532343792810993,0.0
pooled,Non-PT E 0L,3766.7999999999997,3,0.19800461088105747,0.0
pooled,Non-PT E 0L,3900.8,3,0.4047619047619048,0.0
pooled,Non-PT E 0L,3973.2,3,0.0,0.0
pooled,Non-PT E 0L,4573.6,3,0.4314584528030493,0.0
pooled,Non-PT E 0L,4632.2,3,0.5,0.0
pooled,Non-PT E 0L,4724.8,3,0.0,0.0
pooled,Non-PT E 0L,5022.400000000001,3,0.35908127156261027,0.0
pooled,Non-PT E 0L,5297.6,3,0.0,0.0
pooled,Non-PT E 0L,5431.15,3,0.37389876195544125,0.0
pooled,Non-PT E 0L,5610.7,3,0.0,0.0
pooled,Non-PT E 0L,5964.099999999999,3,0.22801410234305505,0.0
pooled,Non-PT E 0L,6290.9,3,0.0,0.0
pooled,Non-PT E 0L,6620.0,3,0.19098460120030095,0.0
pooled,Non-PT E 30L,3.6,3,0.0,0.0
pooled,Non-PT E 30L,6.6000000000000005,3,-0.052269650548669305,0.0
