,HLA,Losses,encoding,data_prop,trained_blocks,lr_transformer,lr_regression,n_evaluations,spearman,pearsonr,mse,mae,r2,rmse,time,path,Model,rank_mse,rank_corr,rank_sum
3962,B0801,Hubber,HLA,0.95,30,,2,53,0.5052849204931802,0.6133038320724974,0.8063106452083669,0.686556135708431,0.29800482365410574,0.8979480192128979,2025-05-29 03:50:26,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_B0801_0404_Hubber_B0801.csv,B0801 HLA,3.0,1.0,4.0
233,B2703,Hubber,epitope,0.85,30,0.0001,0.0001,11,0.5,0.7757384428072494,0.013800879586411125,0.09066620740023534,0.3890941399673933,0.11747714495343818,2025-04-23 03:07:44,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.85_30_ESMMASK_epitope_FT_15_0.0001_5e-05_AUG_3_B2703_2_0.0001_0.0001__1_B2703_0404_Hubber_B2703.csv,B2703 epitope,4.0,15.0,19.0
2886,B4402,Hubber,epitope,0.6,30,0.0001,0.0001,118,0.4794668980411185,0.462700675769722,2.2603339748084523,1.2760247643721305,-0.3102598726491026,1.5034407121028925,2025-05-28 11:13:16,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_30_ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_B4402_1_0.0001_0.0001__2_B4402_0404_Hubber_B4402.csv,B4402 epitope,10.0,4.0,14.0
449,C0401,Hubber,HLA,0.2,0,,5,7,0.474341649025257,0.5003190619328335,0.07726877926666012,0.19743960244314998,-0.04475562811272682,0.277972623232325,2025-05-28 19:53:30,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.2_0_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_C0401_0404_Hubber_C0401.csv,C0401 HLA,1.0,6.0,7.0
5762,B0801,Hubber,epitope,0.95,30,0.0001,0.0001,53,0.4698645484218818,0.5780672644358473,0.7822614523344597,0.7185240635332072,0.3189426811570688,0.8844554552573349,2025-05-28 21:39:53,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_30_ESMMASK_epitope_FT_20_0.0001_5e-05_AUG_3_B0801_1_0.0001_0.0001__8_B0801_0404_Hubber_B0801.csv,B0801 epitope,1.0,1.0,2.0
1010,B3906,Hubber,HLA,0.95,30,,4,13,0.4511696152621982,0.4450390473668221,1.2267480077120372,0.8252283655680143,0.0014649237984178942,1.1075865689471127,2025-05-28 18:49:05,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B3906_0404_Hubber_B3906.csv,B3906 HLA,1.0,2.0,3.0
21,C1203,Hubber,epitope,0.8,30,0.0001,0.0001,9,0.45,0.8756497762217326,0.3358317139051196,0.43222192260954123,0.2782995977069964,0.5795098911193144,2025-04-23 02:20:07,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.8_30_ESMMASK_epitope_FT_25_0.001_1e-06_AUG_4_C1203_1_0.0001_0.0001__1_C1203_0404_Hubber_C1203.csv,C1203 epitope,7.0,3.0,10.0
2450,B1542,Hubber,HLA,0.95,30,,4,14,0.4472135954999579,0.438272005171062,0.010196153971520535,0.09646689891815192,-0.6444879662172689,0.10097600691015929,2025-05-28 18:43:08,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B1542_0404_Hubber_B1542.csv,B1542 HLA,1.0,5.0,6.0
3945,B3901,Hubber,HLA,0.8,30,,5,13,0.4450549450549451,0.4018941811637489,1.0504542849406846,0.914348657314594,0.16086807426352012,1.0249167209781898,2025-05-28 18:14:37,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_B3901_0404_Hubber_B3901.csv,B3901 HLA,1.0,3.5,4.5
3605,A0211,Hubber,HLA,0.2,0,0.0001,0.0001,9,0.43333333333333335,0.1362938062377302,0.32368981327041657,0.421149280336168,-0.00930688288207282,0.5689374423171818,2025-05-28 20:18:09,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.2_0_ESMMASK_HLA_FT_15_0.001_1e-05_AUG_4_A0211_1_0.0001_0.0001__7_A0211_0404_Hubber_A0211.csv,A0211 HLA,1.0,9.0,10.0
107,B1502,Hubber,epitope,0.8,30,0.0001,0.0001,9,0.41666666666666663,0.22520211306578117,0.6080928227855807,0.5841144323348999,-0.07540114492268324,0.7798030666684895,2025-04-23 02:53:40,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.8_30_ESMMASK_epitope_FT_20_0.0001_5e-05_AUG_3_B1502_1_0.0001_0.0001__1_B1502_0404_Hubber_B1502.csv,B1502 epitope,8.0,7.0,15.0
402,C0702,Hubber,HLA,0.95,30,0.0001,0.0001,11,0.4090909090909091,0.4127583877059256,0.4033567014634359,0.4803310307589444,-0.0027647736556433156,0.6351036934733066,2025-04-23 02:52:36,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_HLA_0.95_30_ESMMASK_HLA_FT_25_0.0001_1e-05_AUG_1_C0702_2_0.0001_0.0001__1_C0702_0404_Hubber_C0702.csv,C0702 HLA,11.0,11.0,22.0
4677,B1402,Hubber,HLA,0.2,30,0.0001,0.0001,6,0.3714285714285715,0.2855523884144539,0.8934263732588597,0.9113743503888448,-12.718885322537718,0.9452123429467368,2025-05-28 20:19:34,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.2_30_ESMMASK_HLA_FT_20_1e-05_1e-05_AUG_3_B1402_2_0.0001_0.0001__8_B1402_0404_Hubber_B1402.csv,B1402 HLA,8.0,13.5,21.5
2727,A0217,Hubber,HLA,0.6,30,0.0001,0.0001,20,0.3699248120300751,0.46348822677736,0.37305854365923063,0.5117887020111084,0.15952157286469137,0.6107851861818774,2025-05-28 21:23:19,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.6_30_ESMMASK_HLA_FT_20_0.0001_1e-05_AUG_4_A0217_1_0.0001_0.0001__7_A0217_0404_Hubber_A0217.csv,A0217 HLA,4.0,6.0,10.0
6370,B1502,Hubber,HLA,0.8,0,0.0001,0.0001,9,0.3666666666666667,0.33261264113364625,1.009489143626809,0.8674493299590217,-0.19418195318785347,1.0047333694203697,2025-05-28 20:19:45,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_0_ESMMASK_HLA_FT_15_0.001_1e-05_AUG_1_B1502_1_0.0001_0.0001__8_B1502_0404_Hubber_B1502.csv,B1502 HLA,17.0,6.0,23.0
204,A2402,Hubber,epitope,0.8,30,0.0001,0.0001,132,0.3630635342408699,0.3306410581364937,2.413158134590703,1.1977353164305289,0.08759286150918322,1.5534343032747484,2025-04-23 02:36:16,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.8_30_ESMMASK_epitope_FT_15_0.001_1e-06_AUG_3_A2402_1_0.0001_0.0001__1_A2402_0404_Hubber_A2402.csv,A2402 epitope,1.0,1.0,2.0
6168,A2402,Hubber,HLA,0.4,30,,2,132,0.33801549272628945,0.2991778101383612,2.490647101533482,1.2059038738071015,0.05829453846129806,1.578178412453257,2025-05-29 02:44:03,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.4_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_A2402_0404_Hubber_A2402.csv,A2402 HLA,2.0,1.0,3.0
3509,B1542,Hubber,epitope,0.6,0,0.0001,0.0001,9,0.27386127875258304,0.23372844348846508,0.0032043478329468497,0.05291250016954215,-137.47916549862433,0.0566069592271732,2025-05-28 22:28:38,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_0_ESMMASK_epitope_FT_25_0.0001_5e-05_AUG_4_B1542_2_0.0001_0.0001__7_B1542_0404_Hubber_B1542.csv,B1542 epitope,2.0,9.5,11.5
2108,B2703,Hubber,HLA,0.95,30,0.0001,0.0001,12,0.13101394402234404,0.09779913839689326,0.024055734598372597,0.14512423674265526,-0.5151835011367514,0.15509911217789932,2025-05-28 20:38:06,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_ESMMASK_HLA_FT_15_0.0001_1e-05_AUG_3_B2703_2_0.0001_0.0001__8_B2703_0404_Hubber_B2703.csv,B2703 HLA,4.0,18.5,22.5
2660,A2603,Hubber,HLA,0.95,0,0.0001,0.0001,9,0.018257418583505537,0.061716556512773316,0.556990979863599,0.5332631535000271,-0.40385194776542965,0.7463182832167513,2025-05-28 20:36:14,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_0_ESMMASK_HLA_FT_25_0.0001_1e-06_AUG_3_A2603_1_0.0001_0.0001__8_A2603_0404_Hubber_A2603.csv,A2603 HLA,4.0,21.0,25.0
4027,C0802,Hubber,HLA,0.2,30,,5,2,0.0,0.0,0.02457883311265628,0.12041413784027122,-0.43626343222486286,0.15677637931989716,2025-05-28 19:00:27,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.2_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_C0802_0404_Hubber_C0802.csv,C0802 HLA,1.0,28.0,29.0
2311,B4001,Hubber,epitope,0.8,0,,4,3,0.0,0.0,1.4727616511224582,0.860859915614128,-1.5890167317262138,1.2135739166290853,2025-05-28 13:11:43,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.8_0_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B4001_0404_Hubber_B4001.csv,B4001 epitope,1.0,27.0,28.0
6622,A6802,Hubber,epitope,0.95,30,,4,2,0.0,0.0,1.2780093829702128,1.0899520218372345,-18.57884754003883,1.130490770846986,2025-05-28 13:57:10,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_A6802_0404_Hubber_A6802.csv,A6802 epitope,1.0,26.5,27.5
3782,B4001,Hubber,HLA,0.95,30,0.0001,0.0001,3,0.0,0.0,0.7561360525960836,0.5980471422274907,-0.32923673707871215,0.869560838927377,2025-05-28 21:12:25,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_ESMMASK_HLA_FT_15_0.0001_1e-06_AUG_1_B4001_2_0.0001_0.0001__7_B4001_0404_Hubber_B4001.csv,B4001 HLA,1.0,27.0,28.0
6414,C0701,Hubber,epitope,0.2,30,0.0001,0.0001,2,0.0,0.0,0.5044161852852653,0.7087783813476562,0.4742712311843942,0.7102226307892937,2025-05-28 22:07:27,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.2_30_ESMMASK_epitope_FT_15_0.001_1e-06_AUG_3_C0701_1_0.0001_0.0001__8_C0701_0404_Hubber_C0701.csv,C0701 epitope,1.0,26.0,27.0
3292,A0206,Hubber,epitope,0.95,0,,4,2,0.0,0.0,0.19499112911628913,0.32934272289276123,-15.66850548321586,0.4415779989042583,2025-05-28 13:54:20,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_0_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_A0206_0404_Hubber_A0206.csv,A0206 epitope,1.0,26.0,27.0
2626,A3207,Hubber,HLA,0.4,0,,4,2,0.0,0.0,0.03525698166507141,0.1613403558731079,-1.7182646156290096,0.18776842563400112,2025-05-28 17:45:35,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.4_0_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_A3207_0404_Hubber_A3207.csv,A3207 HLA,1.0,27.5,28.5
5877,B3501,Hubber,epitope,0.95,0,,4,2,0.0,0.0,0.6612457189498375,0.795034795999527,-0.4823308469990406,0.8131701660475731,2025-05-28 12:58:38,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_0_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B3501_0404_Hubber_B3501.csv,B3501 epitope,1.0,25.5,26.5
2859,C0802,Hubber,epitope,0.6,30,,5,4,0.0,0.0,0.06958084497551908,0.16812896728515636,-3.1791741430356755,0.2637818132008329,2025-05-28 12:55:01,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_C0802_0404_Hubber_C0802.csv,C0802 epitope,1.0,25.5,26.5
2144,A3201,Hubber,epitope,0.6,0,,5,2,0.0,0.0,0.37583729188285453,0.46621939539909363,0.14077906916262284,0.6130557004733376,2025-05-28 13:47:49,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_0_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_A3201_0404_Hubber_A3201.csv,A3201 epitope,1.0,27.5,28.5
